code_pays,annee,dep_edu,scol_prim,scol_sec,alpha,id_pays,_est_fe,_est_re
SYC,2004,,106.23882,77.406181,,SYC,0,0
SYC,2005,,115.5991,84.536598,,SYC,0,0
SYC,2006,4.4833102,117.42613,77.854362,,SYC,1,1
SYC,2007,,125.33937,84.63121,,SYC,0,0
SYC,2008,,130.72208,81.155113,,SYC,0,0
SYC,2009,,127.47967,80.970612,,SYC,0,0
SYC,2010,,111.25369,76.172234,93.949997,SYC,0,0
SYC,2011,3.62995,111.58881,74.46608,,SYC,1,1
SYC,2012,2.54216,113.47157,84.500923,,SYC,1,1
SYC,2013,3.6184001,113.37164,84.697426,,SYC,1,1
SYC,2014,3.9524701,118.25014,89.398033,,SYC,1,1
SYC,2015,4.9146099,119.94119,92.091171,,SYC,1,1
SYC,2016,4.0213099,126.21917,101.7128,,SYC,1,1
SYC,2017,3.3461733,132.23589,112.31121,,SYC,1,1
SYC,2018,3.5944693,123.72044,108.27406,,SYC,1,1
SYC,2019,3.5588555,119.31587,100.82587,,SYC,1,1
SYC,2020,4.1870484,114.15366,102.18819,,SYC,1,1
SYC,2021,4.8654737,109.62611,102.95228,,SYC,1,1
SYC,2022,3.6585891,97.76548,76.881874,,SYC,1,1
TCD,2000,2.6467099,61.540611,10.96428,25.65,TCD,1,1
TCD,2001,2.4261401,63.899071,12.6534,,TCD,1,1
TCD,2002,,68.019753,13.43682,,TCD,0,0
TCD,2003,,70.0718,14.82955,,TCD,0,0
TCD,2004,1.59295,73.454369,15.21781,28.379999,TCD,1,1
TCD,2005,1.30189,70.307701,15.5321,,TCD,1,1
TCD,2006,,69.85746,15.86979,,TCD,0,0
TCD,2007,,68.654572,18.290991,,TCD,0,0
TCD,2008,,76.388077,20.790489,,TCD,0,0
TCD,2009,1.74367,80.870537,22.754271,,TCD,1,1
TCD,2010,1.50397,80.905281,22.369272,,TCD,1,1
TCD,2011,1.64718,87.171051,22.822481,,TCD,1,1
TCD,2012,1.52493,90.902283,22.108789,,TCD,1,1
TCD,2013,2.0669601,97.534683,24.532604,,TCD,1,1
TCD,2014,2.3203123,98.315521,22.848579,,TCD,1,1
TCD,2015,2.3428316,87.912338,22.245424,,TCD,1,1
TCD,2016,2.3884759,82.554581,22.530491,22.309999,TCD,1,1
TCD,2017,1.83902,74.213608,20.585567,,TCD,1,1
TCD,2018,2.259475,84.34388,20.002117,,TCD,1,1
TCD,2019,2.372458,83.264214,20.192877,30.629999,TCD,1,1
TCD,2020,2.739604,,,,TCD,0,0
TCD,2021,2.01649,86.145432,23.154177,,TCD,1,1
TCD,2022,2.6016119,87.034729,,,TCD,1,1
TGO,2000,2.7764499,110.80875,31.60746,53.18,TGO,1,1
TGO,2001,2.6675,112.10548,34.440269,,TGO,1,1
TGO,2002,2.4695101,113.69199,38.48703,,TGO,1,1
TGO,2003,2.3552599,111.29471,40.596889,,TGO,1,1
TGO,2004,2.2019801,110.33885,41.98637,,TGO,1,1
TGO,2005,2.2374899,109.47819,44.228008,,TGO,1,1
TGO,2006,2.4323699,113.06999,46.029968,56.889999,TGO,1,1
TGO,2007,2.4860401,107.23623,42.759789,,TGO,1,1
TGO,2008,2.3847201,107.98821,,,TGO,1,1
TGO,2009,2.76808,121.99095,,57.09,TGO,1,1
TGO,2010,2.95977,124.70951,,57.200001,TGO,1,1
TGO,2011,3.0775001,122.78407,52.77063,60.41,TGO,1,1
TGO,2012,3.3765199,125.75805,,,TGO,1,1
TGO,2013,3.1747501,126.10502,,,TGO,1,1
TGO,2014,3.42377,122.30421,,,TGO,1,1
TGO,2015,3.7109699,125.60269,,63.75,TGO,1,1
TGO,2016,3.6624801,121.47691,,,TGO,1,1
TGO,2017,3.76527,119.40569,60.769474,60.953701,TGO,1,1
TGO,2018,4.09163,117.83633,,,TGO,1,1
TGO,2019,4.201642,117.74775,,66.540001,TGO,1,1
TGO,2020,4.0852799,119.26683,,,TGO,1,1
TGO,2021,4.2270246,116.97138,63.066936,,TGO,1,1
TGO,2022,3.7781107,118.42316,,72.599998,TGO,1,1
TUN,2000,6.2019601,114.56731,72.482712,,TUN,1,1
TUN,2001,6.2018499,113.5046,74.809334,,TUN,1,1
TUN,2002,5.79006,112.2057,76.491074,,TUN,1,1
TUN,2003,6.81675,111.29524,76.059357,,TUN,1,1
TUN,2004,6.7207899,110.60699,80.003326,74.300003,TUN,1,1
TUN,2005,6.45157,109.87634,83.439232,,TUN,1,1
TUN,2006,6.4387999,107.92708,85.954269,,TUN,1,1
TUN,2007,6.46452,103.86099,89.609306,77.190002,TUN,1,1
TUN,2008,6.2715702,102.37778,91.054039,77.709999,TUN,1,1
TUN,2009,6.5284801,102.45584,88.836838,,TUN,1,1
TUN,2010,5.9630699,103.62915,88.111229,79.129997,TUN,1,1
TUN,2011,,103.61201,89.341469,79.650002,TUN,0,0
TUN,2012,5.95086,105.18863,,80.220001,TUN,1,1
TUN,2013,,106.02185,87.235703,,TUN,0,0
TUN,2014,,106.8615,84.966347,79.040001,TUN,0,0
TUN,2015,6.2204499,106.85128,85.781601,,TUN,1,1
TUN,2016,,106.04475,90.326424,,TUN,0,0
TUN,2017,,105.55292,,,TUN,0,0
TUN,2018,,105.10988,,79.480003,TUN,0,0
TUN,2019,6.1737323,,,80.550003,TUN,0,0
TUN,2020,7.2650757,103.97551,,,TUN,1,1
TUN,2021,6.6798468,104.34263,,83.68,TUN,1,1
TUN,2022,6.8049898,104.06365,,,TUN,1,1
TZA,2000,,69.492432,,,TZA,0,0
TZA,2001,,75.718117,,,TZA,0,0
TZA,2002,,90.610237,,69.43,TZA,0,0
TZA,2003,,96.861076,,,TZA,0,0
TZA,2004,3.5624599,101.59248,,,TZA,1,1
TZA,2005,3.5474701,105.03738,,,TZA,1,1
TZA,2006,3.0099199,107.45577,,,TZA,1,1
TZA,2007,4.0334301,108.75199,,,TZA,1,1
TZA,2008,4.1859102,109.17673,,,TZA,1,1
TZA,2009,3.9607501,103.46371,,,TZA,1,1
TZA,2010,4.5416999,100.1482,31.89205,,TZA,1,1
TZA,2011,4.577899,95.088463,,,TZA,1,1
TZA,2012,4.2296429,91.973503,,78.099998,TZA,1,1
TZA,2013,4.6376944,88.830093,32.385746,,TZA,1,1
TZA,2014,3.3848801,85.936478,29.631081,79.894943,TZA,1,1
TZA,2015,4.1948657,84.220772,26.09067,77.889999,TZA,1,1
TZA,2016,4.1019673,85.280098,25.643,,TZA,1,1
TZA,2017,4.4305201,89.596718,26.371162,,TZA,1,1
TZA,2018,3.69962,94.984032,28.59339,,TZA,1,1
TZA,2019,3.5968363,97.645653,30.182426,,TZA,1,1
TZA,2020,3.2309725,98.575363,30.920593,82.236099,TZA,1,1
TZA,2021,3.1151533,98.699951,28.231331,,TZA,1,1
TZA,2022,3.238245,90.615265,,78.209999,TZA,1,1
UGA,2000,2.4616699,130.16061,,,UGA,1,1
UGA,2001,,132.11548,,,UGA,0,0
UGA,2002,,135.93857,,68.139999,UGA,0,0
UGA,2003,,136.62625,,,UGA,0,0
UGA,2004,4.9523702,127.90669,19.122549,,UGA,1,1
UGA,2005,,121.47326,,,UGA,0,0
UGA,2006,,120.0999,,71.370003,UGA,0,0
UGA,2007,,119.32501,24.09111,,UGA,0,0
UGA,2008,,122.43731,,,UGA,0,0
UGA,2009,,123.94366,,,UGA,0,0
UGA,2010,1.7273999,121.31221,,73.209999,UGA,1,1
UGA,2011,2.2989099,113.87162,,,UGA,1,1
UGA,2012,1.79747,113.70003,,70.199997,UGA,1,1
UGA,2013,1.87114,112.32995,,,UGA,1,1
UGA,2014,1.9147201,,,68.510002,UGA,0,0
UGA,2015,2.3215201,104.24923,,,UGA,1,1
UGA,2016,2.1378901,106.54028,,69.099998,UGA,1,1
UGA,2017,2.2536299,106.16958,,,UGA,1,1
UGA,2018,2.1305201,,,,UGA,0,0
UGA,2019,2.3082807,,,,UGA,0,0
UGA,2020,2.5722218,,,,UGA,0,0
UGA,2021,2.635936,,,79.047653,UGA,0,0
UGA,2022,2.5610502,,,,UGA,0,0
ZAF,2000,4.9088202,92.567398,74.319382,,ZAF,1,1
ZAF,2001,4.6361799,93.35585,73.94931,,ZAF,1,1
ZAF,2002,4.5456901,95.73938,74.445023,,ZAF,1,1
ZAF,2003,4.3520999,96.928688,75.535782,,ZAF,1,1
ZAF,2004,4.5089798,97.816818,78.296661,,ZAF,1,1
ZAF,2005,4.5245099,97.532677,80.420341,,ZAF,1,1
ZAF,2006,4.5265298,98.62355,83.783348,,ZAF,1,1
ZAF,2007,4.4466801,101.15516,85.536629,88.720001,ZAF,1,1
ZAF,2008,4.3742499,102.36882,84.047348,,ZAF,1,1
ZAF,2009,4.7611899,102.59871,85.960541,92.889999,ZAF,1,1
ZAF,2010,5.1349602,103.43977,86.592201,92.879997,ZAF,1,1
ZAF,2011,5.28899,104.04604,88.944229,93.099998,ZAF,1,1
ZAF,2012,5.5232201,104.70721,92.162514,93.730003,ZAF,1,1
ZAF,2013,5.3507099,104.09109,,,ZAF,1,1
ZAF,2014,5.4897799,104.19802,101.1632,94.139999,ZAF,1,1
ZAF,2015,5.4828501,107.31212,104.62281,94.370003,ZAF,1,1
ZAF,2016,5.4442401,103.41822,103.85599,91.739998,ZAF,1,1
ZAF,2017,5.59868,101.58009,105.62317,,ZAF,1,1
ZAF,2018,5.6440101,100.42432,101.39961,,ZAF,1,1
ZAF,2019,5.9115901,101.12046,103.78912,95.019997,ZAF,1,1
ZAF,2020,6.17067,101.30035,103.50117,,ZAF,1,1
ZAF,2021,6.5551701,101.74138,106.44331,90,ZAF,1,1
ZAF,2022,6.1559901,102.40239,104.53506,,ZAF,1,1
ZMB,2000,1.78819,80.370071,,,ZMB,1,1
ZMB,2001,,80.172012,,,ZMB,0,0
ZMB,2002,,83.158684,,69.150002,ZMB,0,0
ZMB,2004,2.4634299,102.25474,,,ZMB,1,1
ZMB,2005,1.73553,113.55629,,,ZMB,1,1
ZMB,2006,,114.72246,,,ZMB,0,0
ZMB,2007,1.24076,115.8436,,,ZMB,1,1
ZMB,2008,1.09972,117.08868,,,ZMB,1,1
ZMB,2009,,110.93385,,,ZMB,0,0
ZMB,2010,3.4160044,109.87366,,83.139999,ZMB,1,1
ZMB,2011,3.3577228,111.40073,,,ZMB,1,1
ZMB,2012,3.6950023,111.61851,,,ZMB,1,1
ZMB,2013,3.7182071,105.88756,,,ZMB,1,1
ZMB,2014,5.152257,107.06889,,,ZMB,1,1
ZMB,2015,4.62433,103.41382,,,ZMB,1,1
ZMB,2016,3.74792,99.571556,,,ZMB,1,1
ZMB,2017,3.72964,98.795006,,,ZMB,1,1
ZMB,2018,4.7397399,,,71.129997,ZMB,0,0
ZMB,2019,4.4182401,,,,ZMB,0,0
ZMB,2020,3.9437411,,,81.753006,ZMB,0,0
ZMB,2021,3.1136346,,,79.949463,ZMB,0,0
ZMB,2022,3.6588409,,,79.984146,ZMB,0,0
ZWE,2000,,112.04549,40.017929,,ZWE,0,0
ZWE,2001,,116.90483,42.135189,,ZWE,0,0
ZWE,2002,,111.59956,41.457829,,ZWE,0,0
ZWE,2003,,109.80422,39.101101,,ZWE,0,0
ZWE,2010,1.5440557,,,,ZWE,0,0
ZWE,2012,6.0702138,100.09813,75.864815,,ZWE,1,1
ZWE,2013,5.9959812,99.172638,52.415852,,ZWE,1,1
ZWE,2014,6.1383538,98.247818,,,ZWE,1,1
ZWE,2015,,97.229073,,,ZWE,0,0
ZWE,2016,,95.734093,,,ZWE,0,0
ZWE,2017,,94.334175,,,ZWE,0,0
ZWE,2018,,93.755203,,,ZWE,0,0
ZWE,2019,,93.427094,,93.230003,ZWE,0,0
ZWE,2020,,93.612587,,,ZWE,0,0
ZWE,2021,,92.784691,,,ZWE,0,0
ZWE,2022,,93.165962,,,ZWE,0,0
